src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
10.10.53.153,255.255.255.255,34811,10001,17,2024-03-19 12:40:59,0.0,0,0,0,0,1,0,227,0,227.0,227.0,227.0,0.0,0.0,0.0,0.0,0.0,227,227,227.0,0.0,0.0,8,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,227.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0,0,1,0,227,0
10.10.0.133,8.8.8.8,26275,53,17,2024-03-19 12:41:00,18135.0,19189.412737799837,110.28398125172319,55.141990625861595,55.141990625861595,1,1,170,178,170.0,170.0,170.0,0.0,178.0,178.0,178.0,0.0,178,170,174.0,4.0,16.0,8,8,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,174.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,178.0,0,1,1,170,178
34.102.215.99,10.10.0.133,443,40600,6,2024-03-19 12:41:00,43752.0,4525.507405375754,68.56829402084476,22.856098006948255,45.71219601389651,1,2,66,132,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,40,0,0,21876.0,26326.0,17426.0,4450.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,2.0,66.0,261,312,0.0,0.0,0.0,0.0,17426.0,8900.0,13163.0,4263.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,2,66,132
10.10.0.133,34.102.215.99,40668,443,6,2024-03-19 12:41:00,66190.0,2991.3884272548726,45.324067079619276,30.216044719746186,15.108022359873093,2,1,132,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,40,20,0,0,33095.0,49622.0,16568.0,16527.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,66.0,312,261,0.0,0.0,0.0,0.0,33054.0,16568.0,24811.0,8243.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,2,1,132,66
34.102.215.99,10.10.0.133,443,40666,6,2024-03-19 12:41:00,218276.0,8154.813172313951,64.13898000696366,27.488134288698713,36.65084571826495,6,8,725,1055,215.0,66.0,120.83333333333333,55.89101498054545,425.0,66.0,131.875,115.2447802505606,425,66,127.14285714285714,94.64660369942882,8957.979591836734,120,160,0,4,16790.46153846154,134966.0,4.0,35848.47884899696,165838.0,165735.0,4.0,33167.6,66283.7080483583,218276.0,136624.0,795.0,31182.285714285714,47743.640868150585,0,0,0,0,1,0,0,0,0,0,0,1.3333333333333333,127.14285714285714,261,312,134171.0,2427.0,56050.333333333336,56504.92538610142,104197.0,13426.0,44379.5,35192.865260589395,329.0,4.0,0.0,0.0,1983.9235857760518,0.0,120.83333333333333,131.875,0,6,8,725,1055
10.10.0.133,34.110.200.237,38676,443,6,2024-03-19 12:41:00,280426.0,25097.530186216685,53.4900472852018,32.09402837112108,21.39601891408072,9,6,1183,5855,583.0,66.0,131.44444444444446,160.8664809441607,1466.0,66.0,975.8333333333334,533.7828574325789,1466,66,469.2,548.2834060349933,300614.69333333336,180,120,0,2,20030.428571428572,118061.0,192.0,30753.98562489627,280426.0,118061.0,801.0,35053.25,41224.53476314196,60698.0,51879.0,192.0,12139.6,20011.406533274967,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,469.2,65535,261,117869.0,29243.0,73556.0,44313.0,80130.0,5403.0,33774.8,25798.02498952197,0.0,0.0,4873.0,4.0,0.0,2348433.734939759,131.44444444444446,975.8333333333334,0,9,6,1183,5855
10.10.253.173,20.204.244.192,40256,443,6,2024-03-19 12:41:00,458125.0,288.13096862210097,4.365620736698499,2.1828103683492497,2.1828103683492497,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
35.172.37.92,10.10.3.73,443,42210,6,2024-03-19 12:41:01,7795674.0,998.1176739817494,1.9241440829875647,1.9241440829875647,0.0,15,0,7781,0,1514.0,66.0,518.7333333333333,539.7612393971575,0.0,0.0,0.0,0.0,1514,66,518.7333333333333,539.7612393971575,291342.1955555556,300,0,0,10,556833.8571428572,3038389.0,3.0,912322.1231583296,7795674.0,3038389.0,3.0,556833.8571428572,912322.1231583296,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,518.7333333333333,62643,0,1933119.0,340706.0,1045972.5,701044.8361212355,3005699.0,54210.0,1031754.1428571428,1008620.3453979569,5784.0,7.0,0.0,0.0,7411.089983753005,0.0,518.7333333333333,0.0,0,15,0,7781,0
3.229.141.229,10.10.3.73,443,44178,6,2024-03-19 12:41:02,4905542.0,1288.3387809135056,2.446212875152226,2.446212875152226,0.0,12,0,6320,0,1514.0,60.0,526.6666666666666,593.6530037731544,0.0,0.0,0.0,0.0,1514,60,526.6666666666666,593.6530037731544,352423.88888888893,240,0,0,10,445958.36363636365,2979334.0,2.0,836403.9019856238,4905542.0,2979334.0,2.0,445958.36363636365,836403.9019856238,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,526.6666666666666,62643,0,2979332.0,377212.0,1267772.6666666667,1210588.3505142815,2601248.0,377488.0,905088.8,857535.1465085031,5508.0,7.0,0.0,0.0,6669.492038505782,0.0,526.6666666666666,0.0,0,12,0,6320,0
10.10.53.155,255.255.255.255,48864,10001,17,2024-03-19 12:41:02,0.0,0,0,0,0,1,0,229,0,229.0,229.0,229.0,0.0,0.0,0.0,0.0,0.0,229,229,229.0,0.0,0.0,8,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,229.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,0.0,0,1,0,229,0
3.229.141.229,10.10.3.73,443,44180,6,2024-03-19 12:41:02,5063958.0,182.66344231133039,1.5797919335033979,1.5797919335033979,0.0,8,0,925,0,279.0,60.0,115.625,69.66515897491371,0.0,0.0,0.0,0.0,279,60,115.625,69.66515897491371,4853.234375,160,0,0,5,723422.5714285715,2996668.0,6.0,965764.1713174758,5063958.0,2996668.0,6.0,723422.5714285715,965764.1713174758,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,115.625,62643,0,2996662.0,40153.0,1293631.3333333333,1248147.785607226,2602831.0,395048.0,1068987.0,902885.5010262929,0.0,0.0,0.0,0.0,0.0,0.0,115.625,0.0,0,8,0,925,0
10.10.2.243,255.255.255.255,39394,10001,17,2024-03-19 12:41:03,0.0,0,0,0,0,1,0,234,0,234.0,234.0,234.0,0.0,0.0,0.0,0.0,0.0,234,234,234.0,0.0,0.0,8,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,234.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,0,1,0,234,0
8.8.8.8,10.10.6.247,443,38880,17,2024-03-19 12:41:04,0.0,0,0,0,0,1,0,122,0,122.0,122.0,122.0,0.0,0.0,0.0,0.0,0.0,122,122,122.0,0.0,0.0,8,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,122.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0,1,0,122,0
10.10.0.133,8.8.8.8,26438,53,17,2024-03-19 12:41:04,584436.0,598.867968434525,3.422102676768714,1.711051338384357,1.711051338384357,1,1,170,180,170.0,170.0,170.0,0.0,180.0,180.0,180.0,0.0,180,170,175.0,5.0,25.0,8,8,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,175.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,180.0,0,1,1,170,180
10.10.253.173,20.111.1.3,54772,443,6,2024-03-19 12:41:05,295196.0,447.16053063049634,6.77515955500752,3.38757977750376,3.38757977750376,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,16386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
10.10.1.44,172.217.170.202,53834,443,6,2024-03-19 12:41:05,10105353.0,455.8969884575037,1.5833192566355674,0.6927021747780607,0.8906170818575067,7,9,2398,2209,1358.0,66.0,342.57142857142856,457.50342922769664,1282.0,66.0,245.44444444444446,373.9409077235811,1358,66,287.9375,415.3911513185494,172549.80859375,140,180,0,3,673690.2,9604959.0,90.0,2387932.8822911866,500394.0,240554.0,2270.0,83399.0,101551.39772384557,10090220.0,9607806.0,90.0,1261277.5,3155745.120275757,0,0,0,0,1,0,0,0,0,0,0,1.2857142857142858,287.9375,65535,271,218161.0,12863.0,108004.25,95384.8908983362,9602112.0,6166.0,1254622.0,3155928.8842935767,0.0,0.0,0.0,0.0,0.0,0.0,342.57142857142856,245.44444444444446,0,7,9,2398,2209
10.10.0.75,255.255.255.255,58873,10001,17,2024-03-19 12:41:05,0.0,0,0,0,0,1,0,229,0,229.0,229.0,229.0,0.0,0.0,0.0,0.0,0.0,229,229,229.0,0.0,0.0,8,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,229.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,0.0,0,1,0,229,0
34.110.200.237,10.10.0.133,443,56934,6,2024-03-19 12:41:06,602968.0,4628.7696859534835,18.24309084395855,11.609239627973626,6.6338512159849286,7,4,1854,937,652.0,66.0,264.85714285714283,254.94841414990407,675.0,66.0,234.25,255.80497942768824,675,66,253.72727272727272,255.6844969556642,65374.56198347106,140,80,0,3,60296.8,261499.0,390.0,97111.14552078974,600281.0,302110.0,390.0,100046.83333333333,129616.27649002607,596406.0,526736.0,3317.0,198802.0,233307.9732756684,0,0,0,0,1,0,0,0,0,0,0,0.5714285714285714,253.72727272727272,65535,265,0.0,0.0,0.0,0.0,236666.0,6562.0,88248.0,105124.79115159594,0.0,0.0,0.0,0.0,0.0,0.0,264.85714285714283,234.25,0,7,4,1854,937
44.210.57.23,10.10.3.73,443,56444,6,2024-03-19 12:41:07,4960613.0,1254.683644944687,2.2174678814896462,2.2174678814896462,0.0,11,0,6224,0,1514.0,60.0,565.8181818181819,605.0628544632694,0.0,0.0,0.0,0.0,1514,60,565.8181818181819,605.0628544632694,366101.05785123963,220,0,0,10,496061.3,3785302.0,98.0,1110387.3263604958,4960613.0,3785302.0,98.0,496061.3,1110387.3263604958,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,565.8181818181819,62643,0,394801.0,356930.0,375865.5,18935.5,3363076.0,357263.0,1134258.25,1287014.4034657062,5508.0,7.0,0.0,0.0,6735.052475449706,0.0,565.8181818181819,0.0,0,11,0,6224,0
44.210.57.23,10.10.3.73,443,56452,6,2024-03-19 12:41:07,4884953.0,1236.6546822456633,2.2518128628873195,2.2518128628873195,0.0,11,0,6041,0,1514.0,60.0,549.1818181818181,615.1253853235302,0.0,0.0,0.0,0.0,1514,60,549.1818181818181,615.1253853235302,378379.23966942145,220,0,0,9,488495.3,3397012.0,2.0,999633.8810842748,4884953.0,3397012.0,2.0,488495.3,999633.8810842748,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,549.1818181818181,62643,0,3396911.0,345435.0,1371348.3333333333,1432329.2305121596,3397010.0,345566.0,1219173.0,1268178.0485953067,5295.0,6.0,0.0,0.0,13951.72361095375,0.0,549.1818181818181,0.0,0,11,0,6041,0
10.10.0.133,199.103.24.2,34390,443,6,2024-03-19 12:41:08,608362.0,433.9521534875617,6.57503262859942,3.28751631429971,3.28751631429971,2,2,132,132,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,40,40,0,0,202787.33333333334,343658.0,117593.0,100336.88795364455,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,322,41,0.0,0.0,0.0,0.0,196547.0,29518.0,114552.66666666667,68223.18486816308,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,2,2,132,132
199.103.24.2,10.10.0.133,443,34382,6,2024-03-19 12:41:08,608427.0,433.9057931354131,6.574330199021411,3.2871650995107053,3.2871650995107053,2,2,132,132,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,40,40,0,0,202809.0,370803.0,48668.0,131875.367330926,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,41,322,0.0,0.0,0.0,0.0,370803.0,140288.0,255545.5,115257.5,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,2,2,132,132
10.10.0.133,8.8.8.8,48338,443,17,2024-03-19 12:41:08,8075399.000000001,1906.159683255279,6.315477414800184,2.1051591382667283,4.210318276533457,17,34,2462,12931,250.0,74.0,144.8235294117647,84.66212104881633,758.0,86.0,380.3235294117647,330.2527303701743,758,74,301.8235294117647,295.6771361775061,87424.9688581315,136,272,0,17,161507.98,3287046.0,2.0,503772.3619694312,5232907.0,3287046.0,790.0,327056.6875,784998.2386873328,8047602.0,5299294.0,2.0,243866.72727272726,927432.4924706158,0,0,0,0,1,0,0,0,0,0,0,2.0,301.8235294117647,0,0,3285516.0,4552.0,414284.0,863789.6788703388,3282691.0,5274.0,382484.4117647059,789469.9795472656,256.0,8.0,3551.3333333333335,10.0,373.9852363484432,8406.398141660513,144.8235294117647,380.3235294117647,0,17,34,2462,12931
10.10.0.133,41.90.74.49,43708,443,6,2024-03-19 12:41:08,733838.0,275.2651130085932,4.088095737751384,2.7253971585009227,1.3626985792504613,2,1,128,74,74.0,54.0,64.0,10.0,74.0,74.0,74.0,0.0,74,54,67.33333333333333,9.428090415820634,88.8888888888889,40,20,0,0,366919.0,701310.0,32528.0,334391.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,67.33333333333333,65535,65535,0.0,0.0,0.0,0.0,668782.0,32528.0,350655.0,318127.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,74.0,0,2,1,128,74
10.10.0.133,41.90.74.17,50020,443,6,2024-03-19 12:41:08,903159.0,223.65939995061777,3.321674256692343,2.214449504461562,1.107224752230781,2,1,128,74,74.0,54.0,64.0,10.0,74.0,74.0,74.0,0.0,74,54,67.33333333333333,9.428090415820634,88.8888888888889,40,20,0,0,451579.5,697795.0,205364.0,246215.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,67.33333333333333,65535,65535,0.0,0.0,0.0,0.0,492431.0,205364.0,348897.5,143533.5,0.0,0.0,0.0,0.0,0.0,0.0,64.0,74.0,0,2,1,128,74
10.10.35.25,255.255.255.255,59460,10001,17,2024-03-19 12:41:09,0.0,0,0,0,0,1,0,234,0,234.0,234.0,234.0,0.0,0.0,0.0,0.0,0.0,234,234,234.0,0.0,0.0,8,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,234.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,0,1,0,234,0
10.10.0.133,41.90.74.17,42312,443,6,2024-03-19 12:41:09,5309054.0,300.2418133249351,1.1301448431302452,0.3767149477100817,0.7534298954201634,2,4,790,804,716.0,74.0,395.0,321.0,332.0,66.0,201.0,131.03053079339944,716,66,265.6666666666667,232.7156108978415,54156.55555555556,40,80,0,1,1061810.8,3085116.0,1028.0,1204583.7475852645,0,0.0,0.0,0.0,0.0,5122808.0,3085116.0,1028.0,1707602.6666666667,1280393.3559020923,0,0,0,0,1,0,0,0,0,0,0,2.0,265.6666666666667,65535,66,0.0,0.0,0.0,0.0,3084088.0,186246.0,1632645.3333333333,1183044.4174950584,0.0,0.0,0.0,0.0,0.0,0.0,395.0,201.0,0,2,4,790,804
10.10.53.153,255.255.255.255,50648,10001,17,2024-03-19 12:41:09,0.0,0,0,0,0,1,0,227,0,227.0,227.0,227.0,0.0,0.0,0.0,0.0,0.0,227,227,227.0,0.0,0.0,8,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,227.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.0,0.0,0,1,0,227,0
10.10.253.173,239.255.255.250,49847,1900,17,2024-03-19 12:41:09,3001316.0,285.2082219932856,1.3327487009032037,1.3327487009032037,0.0,4,0,856,0,214.0,214.0,214.0,0.0,0.0,0.0,0.0,0.0,214,214,214.0,0.0,0.0,32,0,0,4,1000438.6666666666,1000745.0,1000228.0,221.6398480017125,3001316.0,1000745.0,1000227.9999999999,1000438.6666666666,221.63984800174939,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,214.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0,4,0,856,0
10.10.0.133,172.217.170.170,34690,443,6,2024-03-19 12:41:09,0.0,0,0,0,0,1,0,140,0,140.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,140,140,140.0,0.0,0.0,20,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,140.0,301,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0,1,0,140,0
44.210.57.23,10.10.3.73,443,36750,6,2024-03-19 12:41:12,5071159.0,1204.2611955176321,2.366322964829145,2.366322964829145,0.0,12,0,6107,0,1514.0,60.0,508.9166666666667,603.8888499182242,0.0,0.0,0.0,0.0,1514,60,508.9166666666667,603.8888499182242,364681.7430555555,240,0,0,9,461014.45454545453,3334570.0,8.0,937965.5937170484,5071159.0,3334570.0,8.0,461014.45454545453,937965.5937170484,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,508.9166666666667,62643,0,3219869.0,399561.0,1340696.6666666667,1328776.1022144484,3262081.0,72481.0,953525.6,1167914.032619456,5295.0,6.0,0.0,0.0,13136.741195034088,0.0,508.9166666666667,0.0,0,12,0,6107,0
10.10.53.155,255.255.255.255,57564,10001,17,2024-03-19 12:41:12,0.0,0,0,0,0,1,0,229,0,229.0,229.0,229.0,0.0,0.0,0.0,0.0,0.0,229,229,229.0,0.0,0.0,8,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,229.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,0.0,0,1,0,229,0
10.10.2.243,255.255.255.255,51665,10001,17,2024-03-19 12:41:13,0.0,0,0,0,0,1,0,234,0,234.0,234.0,234.0,0.0,0.0,0.0,0.0,0.0,234,234,234.0,0.0,0.0,8,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,234.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,0,1,0,234,0
10.10.0.43,255.255.255.255,52817,10001,17,2024-03-19 12:41:13,0.0,0,0,0,0,1,0,222,0,222.0,222.0,222.0,0.0,0.0,0.0,0.0,0.0,222,222,222.0,0.0,0.0,8,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,222.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,0,1,0,222,0
160.119.216.202,10.10.3.73,123,36708,17,2024-03-19 12:41:13,0.0,0,0,0,0,1,0,90,0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,90,90,90.0,0.0,0.0,8,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,90.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0,1,0,90,0
10.10.53.154,255.255.255.255,59632,10001,17,2024-03-19 12:41:14,0.0,0,0,0,0,1,0,237,0,237.0,237.0,237.0,0.0,0.0,0.0,0.0,0.0,237,237,237.0,0.0,0.0,8,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,237.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,0.0,0,1,0,237,0
172.217.170.163,10.10.1.44,443,34944,6,2024-03-19 12:41:14,183525.0,719.2480588475685,10.897697861326796,10.897697861326796,0.0,2,0,132,0,66.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,66,66,66.0,0.0,0.0,40,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,66.0,266,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0,2,0,132,0
10.10.253.173,20.204.244.192,32896,443,6,2024-03-19 12:41:15,514313.0,256.65304979652467,3.8886825726746164,1.9443412863373082,1.9443412863373082,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
10.10.1.44,172.217.170.163,35008,443,6,2024-03-19 12:41:15,69240.0,1906.412478336222,28.885037550548816,14.442518775274408,14.442518775274408,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,267,266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
172.217.170.170,10.10.1.44,443,51204,6,2024-03-19 12:41:15,46296.0,14342.49179194747,172.80110592707794,108.00069120442372,64.80041472265422,5,3,403,261,139.0,66.0,80.6,29.2,105.0,66.0,87.0,16.06237840420901,139,66,83.0,25.283393759541063,639.25,100,60,0,1,6613.714285714285,35831.0,107.0,12053.82804298269,44545.0,44058.0,107.0,11136.25,19007.466998195734,41089.0,38069.0,3020.0,20544.5,17524.5,0,0,0,0,1,0,0,0,0,0,0,0.6,83.0,277,275,0.0,0.0,0.0,0.0,32811.0,5207.0,19009.0,13802.0,0.0,0.0,0.0,0.0,0.0,0.0,80.6,87.0,0,5,3,403,261
8.8.4.4,10.10.1.44,53,64307,17,2024-03-19 12:41:15,0.0,0,0,0,0,1,0,135,0,135.0,135.0,135.0,0.0,0.0,0.0,0.0,0.0,135,135,135.0,0.0,0.0,8,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,135.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0,1,0,135,0
