src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
10.10.1.53,52.84.97.245,45786,443,6,2024-03-19 12:34:41,38072581.0,156.3329788437511,0.5515780503559766,0.28892183590074966,0.26265621445522697,11,10,1223,4729,583.0,54.0,111.18181818181819,149.36034412351296,1494.0,66.0,472.9,614.0909460332402,1494,54,283.42857142857144,473.1768592567206,223896.34013605438,220,200,0,1,1903629.05,27666652.0,5.0,5960907.987147414,38072581.0,27666652.0,3047.0,3807258.1,8055851.435538486,34903597.0,30953061.0,5.0,3878177.4444444445,9594264.279325888,0,0,0,0,1,0,0,0,0,0,0,0.9090909090909091,283.42857142857144,65535,131,27634389.0,23187.0,5145229.666666667,10077928.92282622,26056490.0,21227.0,3362362.8,7616812.736849065,0.0,0.0,0.0,0.0,0.0,0.0,111.18181818181819,472.9,0,11,10,1223,4729
130.44.212.232,10.10.0.133,443,35200,6,2024-03-19 12:34:42,39598375.0,82.47813199405279,1.0859031462780986,0.782860407781885,0.30304273849621355,31,12,2310,956,90.0,60.0,74.51612903225806,14.992193598222261,122.0,66.0,79.66666666666667,13.511312133007497,122,60,75.95348837209302,14.775771318744015,218.32341806381825,620,240,0,31,942818.4523809524,5744415.0,2.0,1458673.7609943463,39380502.0,8814433.0,2.0,1312683.4,1993178.1970112221,18360529.0,5744415.0,2759.0,1669139.0,1747001.6653447337,0,0,0,0,1,0,0,0,0,0,0,0.3870967741935484,75.95348837209302,42,336,5719273.0,33953.0,1819693.923076923,2064442.0948140877,4445022.0,19272.0,1244406.1,1329199.5127938807,56.0,5.333333333333333,0.0,0.0,135.24882160438915,0.0,74.51612903225806,79.66666666666667,0,31,12,2310,956
10.10.0.133,34.117.36.110,58928,443,6,2024-03-19 12:34:42,35827597.0,46.332998554159246,0.6698746778914589,0.223291559297153,0.446583118594306,8,16,560,1100,74.0,66.0,70.0,4.0,74.0,60.0,68.75,6.777720855862979,74,60,69.16666666666667,6.02540916084174,36.30555555555556,160,320,0,0,1557721.608695652,10682820.0,217.0,2723671.6311516236,35170187.0,12961117.0,354980.0,5024312.428571428,3911933.7339614267,35730308.0,13103817.0,217.0,2382020.533333333,3890694.20174741,0,0,0,0,1,0,0,0,0,0,0,2.0,69.16666666666667,65535,0,10663538.0,215999.0,3860875.4285714286,3518942.6996227494,8495665.0,56733.0,2287132.3333333335,2752135.4236539467,0.0,0.0,30.0,5.0,0.0,50.7075391969278,70.0,68.75,0,8,16,560,1100
10.10.0.133,34.110.200.237,58384,443,6,2024-03-19 12:34:43,30712729.0,17.9730039619729,0.26047831828946233,0.09767936935854837,0.16279894893091396,3,5,182,370,74.0,54.0,60.666666666666664,9.428090415820632,74.0,74.0,74.0,0.0,74,54,69.0,8.660254037844387,75.0,60,100,0,0,4387532.714285715,19041279.0,17928.0,6687591.3832545495,30712729.0,21768017.0,8944712.0,15356364.5,6411652.5,2418497.0,2266666.0,17928.0,604624.25,959788.9912028515,0,0,0,0,1,0,0,0,0,0,0,1.6666666666666667,69.0,65535,65535,2248738.0,241731.0,1245234.5,1003503.5,18973886.0,49465.0,5382937.0,7890539.472712908,0.0,0.0,0.0,0.0,0.0,0.0,60.666666666666664,74.0,0,3,5,182,370
10.10.0.133,34.102.147.19,44456,443,6,2024-03-19 12:34:43,32219848.0,15.456311277446126,0.2172573874339817,0.06207353926685191,0.1551838481671298,2,5,128,370,74.0,54.0,64.0,10.0,74.0,74.0,74.0,0.0,74,54,71.14285714285714,6.998542122237652,48.97959183673469,40,100,0,0,5369974.666666667,29775662.0,9020.0,10931890.742611403,0,0.0,0.0,0.0,0.0,2355611.0,1772597.0,9020.0,588902.75,719732.573514071,0,0,0,0,1,0,0,0,0,0,0,2.5,71.14285714285714,65535,65535,1763577.0,77594.0,920585.5,842991.5,29766642.0,88575.0,7904208.25,12628565.061314337,0.0,0.0,0.0,0.0,0.0,0.0,64.0,74.0,0,2,5,128,370
10.10.0.133,34.110.200.237,58392,443,6,2024-03-19 12:34:44,37178517.0,59.254649667709984,0.6455340862573943,0.26897253594058096,0.3765615503168133,10,14,1209,994,583.0,66.0,120.9,154.07949247060753,74.0,60.0,71.0,5.744562646538029,583,60,91.79166666666667,102.54916673099895,10516.33159722222,200,280,0,1,1616457.2608695652,14836907.0,1.0,3263115.6952389004,37000388.0,21898803.0,30035.0,4111154.222222222,6469167.125038941,36722198.0,18102319.0,1.0,2824784.4615384615,4844295.504759666,0,0,0,0,1,0,0,0,0,0,0,1.4,91.79166666666667,65535,0,14806872.0,271763.0,3891722.75,4526518.971884072,14424187.0,29639.0,3457518.7,4130155.730654016,0.0,0.0,0.0,0.0,0.0,0.0,120.9,71.0,0,10,14,1209,994
10.10.1.53,52.18.137.75,42290,443,6,2024-03-19 12:34:44,102217409.0,38.46702864479768,0.34240742689926723,0.14674604009968595,0.19566138679958126,15,20,1848,2084,422.0,66.0,123.2,99.47341353346633,175.0,66.0,104.2,28.170197017415408,422,66,112.34285714285714,69.15611443151867,4782.568163265306,300,400,0,7,3006394.382352941,18184388.0,651.0,3726764.0216960898,97124883.0,18184388.0,192863.0,6937491.642857143,4914062.648179648,101864349.0,23403680.0,651.0,5361281.52631579,6652306.836024979,0,0,0,0,1,0,0,0,0,0,0,1.3333333333333333,112.34285714285714,87,155,18182574.0,201113.0,4937542.083333333,5029650.119518943,14492461.0,186880.0,3551774.4444444445,3213995.7371044164,0.0,0.0,156.0,4.0,0.0,712.7876852219922,123.2,104.2,0,15,20,1848,2084
10.10.0.133,138.113.20.168,55214,443,6,2024-03-19 12:34:44,37478889.0,38.36826646595634,0.6136788099561862,0.266816873893994,0.34686193606219223,10,13,580,858,74.0,54.0,58.0,8.0,66.0,66.0,66.0,0.0,74,54,62.52173913043478,6.599535986438355,43.55387523629487,200,260,0,0,1703585.8636363635,15286667.0,2.0,3795199.173462373,37478889.0,25032276.0,1778.0,4164321.0,7781873.392917187,10338013.0,8601966.0,2.0,861501.0833333334,2346966.3010699744,0,0,0,0,1,0,0,0,0,0,0,1.3,62.52173913043478,65535,65535,15262507.0,304639.0,5519190.833333333,5650367.085549912,14463807.0,8114.0,3403704.0,4836785.7659742385,0.0,0.0,0.0,0.0,0.0,0.0,58.0,66.0,0,10,13,580,858
10.10.0.133,2.16.162.72,44200,443,6,2024-03-19 12:34:44,32730901.000000004,16.864796969689284,0.2444173473868012,0.09165650527005045,0.15276084211675076,3,5,182,370,74.0,54.0,60.666666666666664,9.428090415820632,74.0,74.0,74.0,0.0,74,54,69.0,8.660254037844387,75.0,60,100,0,0,4675843.0,24550629.0,525.0,8275949.981464795,32730901.0,27843327.0,4887574.0,16365450.5,11477876.5,3216805.0,2323035.0,525.0,804201.25,904089.1471421319,0,0,0,0,1,0,0,0,0,0,0,1.6666666666666667,69.0,65535,65160,0.0,0.0,0.0,0.0,24278695.0,75893.0,5374627.8,9468840.25549054,0.0,0.0,0.0,0.0,0.0,0.0,60.666666666666664,74.0,0,3,5,182,370
10.10.0.133,2.16.162.82,60074,443,6,2024-03-19 12:34:44,27525516.0,17.36570533318976,0.25430949232704664,0.10898978242587715,0.14531970990116952,3,4,182,296,74.0,54.0,60.666666666666664,9.428090415820632,74.0,74.0,74.0,0.0,74,54,68.28571428571429,9.035079029052513,81.63265306122449,60,80,0,0,4587586.0,23556809.0,652.0,8516446.876971895,27525516.0,25980550.0,1544966.0,13762758.0,12217792.0,2254226.0,2014670.0000000002,652.0,751408.6666666666,898540.632024074,0,0,0,0,1,0,0,0,0,0,0,1.3333333333333333,68.28571428571429,65535,65160,0.0,0.0,0.0,0.0,21542139.0,69389.0,5948765.25,9036071.316807996,0.0,0.0,0.0,0.0,0.0,0.0,60.666666666666664,74.0,0,3,4,182,296
10.10.0.133,2.16.162.68,37734,443,6,2024-03-19 12:34:45,32291277.0,16.475037515549477,0.2477449250458568,0.1238724625229284,0.1238724625229284,4,4,236,296,74.0,54.0,59.0,8.660254037844387,74.0,74.0,74.0,0.0,74,54,66.5,9.682458365518542,93.75,80,80,0,0,4613039.571428572,24440973.0,8978.0,8156336.342103515,32291277.0,27271852.0,2259692.0,10763759.0,11674769.40879796,2763945.0,1993405.0,8978.0,921315.0,817976.5258811933,0,0,0,0,1,0,0,0,0,0,0,1.0,66.5,65535,65160,0.0,0.0,0.0,0.0,22447568.0,66934.0,6298389.25,9349323.76262624,0.0,0.0,0.0,0.0,0.0,0.0,59.0,74.0,0,4,4,236,296
10.10.0.133,2.16.162.71,53376,443,6,2024-03-19 12:34:45,32041683.0,17.22755948868229,0.24967477519829406,0.09362804069936027,0.15604673449893378,3,5,182,370,74.0,54.0,60.666666666666664,9.428090415820632,74.0,74.0,74.0,0.0,74,54,69.0,8.660254037844387,75.0,60,100,0,0,4577383.285714285,25132274.0,486.0,8521183.166125864,32041683.0,27734082.0,4307601.0,16020841.5,11713240.5,2536309.0,2159940.0,486.0,634077.25,886266.5123813985,0,0,0,0,1,0,0,0,0,0,0,1.6666666666666667,69.0,65535,65160,0.0,0.0,0.0,0.0,24860356.0,38466.0,5458345.6,9730119.169721872,0.0,0.0,0.0,0.0,0.0,0.0,60.666666666666664,74.0,0,3,5,182,370
10.10.0.133,2.16.162.81,37784,443,6,2024-03-19 12:34:45,32065613.999999996,18.898749295740917,0.28067449449120174,0.12474421977386743,0.15593027471733428,4,5,236,370,74.0,54.0,59.0,8.660254037844387,74.0,74.0,74.0,0.0,74,54,67.33333333333333,9.428090415820634,88.88888888888889,80,100,0,0,4008201.75,24463933.0,17909.0,7812077.029584685,32065614.0,27228331.0,1429778.0,10688538.0,11723236.623156281,2674227.0,2084823.0,17909.0,668556.75,839412.5438395519,0,0,0,0,1,0,0,0,0,0,0,1.25,67.33333333333333,65535,65160,23034155.0,487173.0,11760664.0,11273491.0,22379110.0,48504.0,4488138.833333333,8042928.994550211,0.0,0.0,0.0,0.0,0.0,0.0,59.0,74.0,0,4,5,236,370
10.10.0.133,2.16.162.70,42654,443,6,2024-03-19 12:34:45,32215975.999999996,14.837358955072478,0.2172834993420656,0.0931214997180281,0.12416199962403747,3,4,182,296,74.0,54.0,60.666666666666664,9.428090415820632,74.0,74.0,74.0,0.0,74,54,68.28571428571429,9.035079029052513,81.63265306122449,60,80,0,0,5369329.333333333,24465280.0,9020.0,8707856.968275024,32215976.0,27219959.0,4996017.0,16107988.0,11111971.0,2673997.0,1992439.0,9020.0,891332.3333333334,824374.8955478664,0,0,0,0,1,0,0,0,0,0,0,1.3333333333333333,68.28571428571429,65535,65160,0.0,0.0,0.0,0.0,22472841.0,80682.0,6282199.5,9373569.416442983,0.0,0.0,0.0,0.0,0.0,0.0,60.666666666666664,74.0,0,3,4,182,296
2.16.162.74,10.10.0.133,443,44694,6,2024-03-19 12:34:45,32661769.999999996,16.90049253301337,0.2449346743914981,0.18370100579362358,0.061233668597874526,6,2,444,108,74.0,74.0,74.0,0.0,54.0,54.0,54.0,0.0,74,54,69.0,8.660254037844387,75.0,120,40,0,0,4665967.142857143,22498466.0,34174.0,7472878.72032035,4705190.0,1900644.0,34174.0,941038.0,762419.4187587302,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.3333333333333333,69.0,65160,0,0.0,0.0,0.0,0.0,21166496.0,34174.0,4871031.4,8162751.44209722,0.0,0.0,0.0,0.0,0.0,0.0,74.0,54.0,0,6,2,444,108
10.10.0.133,2.16.162.80,46260,443,6,2024-03-19 12:34:45,31984495.0,10.942802129594355,0.15632574470849078,0.06253029788339631,0.09379544682509447,2,3,128,222,74.0,54.0,64.0,10.0,74.0,74.0,74.0,0.0,74,54,70.0,8.0,64.0,40,60,0,0,7996123.75,29302014.0,76500.0,12322838.007924886,0,0.0,0.0,0.0,0.0,2605981.0,2061897.9999999998,544083.0,1302990.5,758907.4999999999,0,0,0,0,1,0,0,0,0,0,0,1.5,70.0,65535,65160,0.0,0.0,0.0,0.0,27240116.0,76500.0,7325503.5,11509780.21147147,0.0,0.0,0.0,0.0,0.0,0.0,64.0,74.0,0,2,3,128,222
10.10.0.133,2.16.162.76,50756,443,6,2024-03-19 12:34:45,32017899.0,12.617942232874181,0.18739518167634922,0.09369759083817461,0.09369759083817461,3,3,182,222,74.0,54.0,60.666666666666664,9.428090415820632,74.0,74.0,74.0,0.0,74,54,67.33333333333333,9.428090415820632,88.88888888888887,60,60,0,0,6403579.8,26907154.0,73603.0,10290086.821287708,32017899.0,29586734.0,2431165.0,16008949.5,13577784.5,2605977.0,2061977.9999999998,543999.0,1302988.5,758989.4999999999,0,0,0,0,1,0,0,0,0,0,0,1.0,67.33333333333333,65535,65160,0.0,0.0,0.0,0.0,24845176.0,73603.0,6726788.5,10473955.633127736,0.0,0.0,0.0,0.0,0.0,0.0,60.666666666666664,74.0,0,3,3,182,222
10.10.0.133,2.16.162.72,44216,443,6,2024-03-19 12:34:45,35619324.0,43.85260090842824,0.6176422663158908,0.19652253928232888,0.42111972703356193,7,15,494,1068,74.0,66.0,70.57142857142857,3.958973274443148,74.0,60.0,71.2,5.6000000000000005,74,60,71.0,5.143398239932958,26.454545454545453,140,300,0,0,1696158.2857142857,15770294.0,526.0,3538816.7657744177,35406300.0,23549585.0,107998.0,5901050.0,8190540.339651164,35188753.0,18295759.0,526.0,2513482.3571428573,4757594.155105027,0,0,0,0,1,0,0,0,0,0,0,2.142857142857143,71.0,65535,0,13244829.0,321824.0,4210041.5,4542241.175882186,15764876.0,17159.0,2214313.5384615385,4247442.086349558,0.0,0.0,0.0,0.0,0.0,0.0,70.57142857142857,71.2,0,7,15,494,1068
10.10.0.133,34.102.215.99,56638,443,6,2024-03-19 12:34:45,35515967.0,40.826707604498,0.5631270014413516,0.1407817503603379,0.42234525108101373,5,15,354,1096,74.0,66.0,70.8,3.9191835884530852,74.0,60.0,73.06666666666666,3.4922135609890117,74,60,72.5,3.7349698793966195,13.95,100,300,0,0,1869261.4210526317,18197808.0,8978.0,4127828.4966470324,35332487.0,29685955.0,703376.0,8833121.75,12079848.261321567,35117757.0,18197808.0,8978.0,2508411.214285714,4796868.220367225,0,0,0,0,1,0,0,0,0,0,0,3.0,72.5,65535,0,17741905.0,74609.0,3559215.0,6066698.678759997,17785101.0,17745.0,2576342.727272727,5040536.200369057,0.0,0.0,0.0,0.0,0.0,0.0,70.8,73.06666666666666,0,5,15,354,1096
10.10.0.133,34.102.215.99,56648,443,6,2024-03-19 12:34:46,52472042.0,19.286461159640023,0.2668087512203165,0.11434660766584993,0.15246214355446658,6,8,420,592,74.0,66.0,70.0,4.0,74.0,74.0,74.0,0.0,74,66,72.28571428571429,3.282607226593159,10.775510204081632,120,160,0,0,4036310.923076923,22986822.0,152.0,7607655.2855442455,52472042.0,26986992.0,288690.0,10494408.4,11016477.732428685,28846129.0,23111516.0,152.0,4120875.5714285714,7839210.211243439,0,0,0,0,1,0,0,0,0,0,0,1.3333333333333333,72.28571428571429,65535,65535,22862128.0,435794.0,6354987.25,9541226.4935628,19516391.0,240897.0,5093284.666666667,7534729.671943616,0.0,0.0,0.0,0.0,0.0,0.0,70.0,74.0,0,6,8,420,592
10.10.1.53,44.202.21.23,46512,443,6,2024-03-19 12:34:46,56940689.0,66.29705516910764,0.47417761313004136,0.1404970705570493,0.33368054257299207,8,19,2029,1746,1216.0,66.0,253.625,365.56187489260964,191.0,66.0,91.89473684210526,42.43247854482536,1216,66,139.8148148148148,215.21273489736328,46316.52126200277,160,380,0,7,2190026.5,14228484.0,4.0,3683080.964119257,56523106.0,36077468.0,15949.000000000002,8074729.428571428,12603804.87046623,56569464.0,14645143.0,4.0,3142748.0,4254421.858048935,0,0,0,0,1,0,0,0,0,0,0,2.375,139.8148148148148,98,235,8759237.0,184634.0,3225458.3333333335,2901878.6797493603,9246561.0,17924.0,2398659.5714285714,3196570.292373815,0.0,0.0,0.0,0.0,0.0,0.0,253.625,91.89473684210526,0,8,19,2029,1746
10.10.1.53,52.84.97.245,36092,443,6,2024-03-19 12:34:46,52971957.0,155.51624796493735,0.7551165232577682,0.26429078314021887,0.4908257401175493,14,26,1549,6689,583.0,66.0,110.64285714285714,131.9857173781949,1494.0,66.0,257.2692307692308,420.80632834634434,1494,66,205.95,355.0899146695101,126088.84749999999,280,520,0,2,1358255.3076923077,23735768.0,0.0,3962789.0100206733,52971957.0,32539985.0,941.0,4074765.923076923,8451375.67566727,51065121.0,25068428.0,0.0,2042604.84,5160960.556140081,0,0,0,0,1,0,0,0,0,0,0,1.8571428571428572,205.95,65535,131,23733650.0,64697.00000000001,4813808.333333333,7133465.614856608,22403108.0,9127.0,2374970.6842105263,5130162.191278465,0.0,0.0,876.0,6.0,0.0,7827.159170106685,110.64285714285714,257.2692307692308,0,14,26,1549,6689
10.10.1.53,52.84.97.245,36114,443,6,2024-03-19 12:34:46,33635689.0,139.10819546464472,0.5648761944492946,0.29730326023647086,0.2675729342128238,10,9,1189,3490,583.0,54.0,118.9,154.8033914357176,1494.0,66.0,387.77777777777777,591.3092399784994,1494,54,246.26315789473685,443.0107331603726,196258.50969529082,200,180,0,1,1868649.388888889,14936178.0,146.0,3528326.676641448,33635689.0,14936178.0,4400.0,3737298.777777778,4591895.770323789,32467286.0,16814477.0,146.0,4058410.75,5756259.319718834,0,0,0,0,1,0,0,0,0,0,0,0.9,246.26315789473685,65535,131,14934001.0,137782.0,5584555.8,4950830.2438896205,14907322.0,28710.0,2622286.909090909,4233174.3821780635,0.0,0.0,0.0,0.0,0.0,0.0,118.9,387.77777777777777,0,10,9,1189,3490
10.10.1.53,52.84.97.245,36108,443,6,2024-03-19 12:34:46,41944831.0,182.97844614035995,0.429135117983906,0.16688587921596346,0.2622492387679426,7,11,562,7113,130.0,66.0,80.28571428571429,20.713793097590695,1494.0,66.0,646.6363636363636,633.4877874588461,1494,66,426.3888888888889,567.1315876005506,321638.23765432095,140,220,0,1,2467343.0,13640797.0,153.0,4282423.031109429,28473937.0,18846728.0,71810.0,4745656.166666667,6670839.18810833,41585347.0,16209011.0,153.0,4158534.7,5647509.236109191,0,0,0,0,1,0,0,0,0,0,0,1.5714285714285714,426.3888888888889,65535,131,13636091.0,21634.0,3873493.1666666665,4711659.898299304,13640644.0,24724.0,3671185.3,4494589.809212761,0.0,0.0,0.0,0.0,0.0,0.0,80.28571428571429,646.6363636363636,0,7,11,562,7113
10.10.253.173,20.204.244.192,42596,443,6,2024-03-19 12:34:46,32720807.999999996,241.10040314407885,0.8251629971973797,0.4278622948430858,0.397300702354294,14,13,2260,5629,632.0,66.0,161.42857142857142,193.92845303863788,1514.0,66.0,433.0,551.8401385016665,1514,66,292.18518518518516,429.57817699563316,184537.41015089155,280,260,0,4,1258492.6153846155,16341797.0,2.0,3273685.344514051,32720808.0,16383157.0,51.0,2516985.230769231,4286086.114427925,31936514.0,16341821.0,2.0,2661376.1666666665,4485122.77199649,0,0,0,0,1,0,0,0,0,0,0,0.9285714285714286,292.18518518518516,64240,335,16341695.000000002,582960.0,3904299.875,4959249.266033077,16341773.0,40911.0,3475045.777777778,4830668.10611596,0.0,0.0,0.0,0.0,0.0,0.0,161.42857142857142,433.0,0,14,13,2260,5629
10.10.253.173,20.204.244.192,42598,443,6,2024-03-19 12:34:47,48314362.0,363.9497505938296,1.138377859568962,0.6002355986818163,0.5381422608871457,29,26,4874,12710,632.0,54.0,168.06896551724137,187.26910952340342,1514.0,66.0,488.84615384615387,564.4352311625443,1514,54,319.7090909090909,441.2981953170471,194744.09719008266,580,520,0,13,894710.4074074074,7168549.0,3.0,1554313.2357320497,48314362.0,8127613.999999999,185.0,1725512.9285714286,1967727.8632491862,47822347.0,7168549.0,3.0,1912893.88,2185365.6879932075,0,0,0,0,1,0,0,0,0,0,0,0.896551724137931,319.7090909090909,64240,330,7168115.0,9033.0,2249517.6875,1891615.3191006726,6209918.0,9357.0,1753959.6956521738,1775829.5843840183,0.0,0.0,4555.0,6.0,0.0,3071476.736345246,168.06896551724137,488.84615384615387,0,29,26,4874,12710
102.132.104.21,10.10.6.211,443,55388,6,2024-03-19 12:34:48,90355392.0,117.14851505486247,0.4205615089357368,0.3098874276368587,0.11067408129887811,28,10,9537,1048,1446.0,66.0,340.60714285714283,466.9754000316226,181.0,66.0,104.8,32.93265856258799,1446,66,278.55263157894734,414.4246295114546,171747.7735457064,560,200,0,19,2442037.621621622,29863848.0,0.0,7604021.193901151,90350590.0,30007095.0,0.0,3346318.1481481483,8787273.924675163,90308034.0,29946435.0,1351.0,10034226.0,13146900.275036758,0,0,0,0,1,0,0,0,0,0,0,0.35714285714285715,278.55263157894734,65535,390,29733263.0,35469.0,7495341.125,11276798.554623198,29863735.0,17987.0,8971782.8,12469304.409482423,3641.5,6.5,0.0,0.0,196370.79378774806,0.0,340.60714285714283,104.8,0,28,10,9537,1048
10.10.0.133,41.90.2.163,39378,443,6,2024-03-19 12:34:49,32021030.000000004,17.238670960927863,0.24983581102794006,0.09368842913547752,0.15614738189246252,3,5,182,370,74.0,54.0,60.666666666666664,9.428090415820632,74.0,74.0,74.0,0.0,74,54,69.0,8.660254037844387,75.0,60,100,0,0,4574432.857142857,26421300.0,79.0,9052812.030449124,32021030.0,31895586.0,125444.0,16010515.0,15885071.0,813809.0,412629.0,79.0,203452.25,203374.24571633327,0,0,0,0,1,0,0,0,0,0,0,1.6666666666666667,69.0,65535,31740,4660398.0,412468.0,2536433.0,2123965.0,26421139.0,412550.0,10498055.333333334,11392092.755974274,0.0,0.0,0.0,0.0,0.0,0.0,60.666666666666664,74.0,0,3,5,182,370
10.10.1.53,52.84.97.245,51448,443,6,2024-03-19 12:34:53,52364726.0,36.532225911007345,0.3246460222096837,0.1718714235227737,0.15277459868690996,9,8,1183,730,583.0,66.0,131.44444444444446,160.8664809441607,212.0,66.0,91.25,46.16207859271504,583,66,112.52941176470588,122.90413176755425,15105.425605536337,180,160,0,2,3272795.375,25023268.0,2.0,6069617.8655469725,42478051.0,29022006.0,16178.000000000002,5309756.375,9219569.728716275,50765934.0,26834810.0,2.0,7252276.285714285,9216159.161099948,0,0,0,0,1,0,0,0,0,0,0,0.8888888888888888,112.52941176470588,65535,131,25023266.0,98095.0,5928671.0,9570231.863663951,24918914.0,167858.0,3953003.0,7211120.590317485,0.0,0.0,0.0,0.0,0.0,0.0,131.44444444444446,91.25,0,9,8,1183,730
34.102.215.99,10.10.0.133,443,38706,6,2024-03-19 12:34:56,21149700.0,48.98414634722951,0.6619479236112097,0.6146659290675518,0.04728199454365783,13,1,962,74,74.0,74.0,74.0,0.0,74.0,74.0,74.0,0.0,74,74,74.0,0.0,0.0,260,20,0,0,1626900.0,19361308.0,1.0,5132606.676863566,1788392.0,1394367.0,1.0,149032.66666666666,381787.19228656107,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.07692307692307693,74.0,65535,65535,242762.0,1.0,98012.25,90799.0749825542,17966941.0,48885.0,3950671.0,7025491.0131277805,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0,13,1,962,74
10.10.0.133,41.90.74.49,44368,443,6,2024-03-19 12:34:59,20070103.0,29.496609957607095,0.3986028372649607,0.09965070931624018,0.29895212794872056,2,6,148,444,74.0,74.0,74.0,0.0,74.0,74.0,74.0,0.0,74,74,74.0,0.0,0.0,40,120,0,0,2867157.5714285714,7991897.0,588.0,2543844.357279906,0,0.0,0.0,0.0,0.0,14904333.0,7991897.0,1231972.0,2980866.6,2519334.1461747074,0,0,0,0,1,0,0,0,0,0,0,3.0,74.0,65535,65535,6759925.0,588.0,3380256.5,3379668.5,5990285.0,189129.0,2384903.8,2099906.8425621553,0.0,0.0,0.0,0.0,0.0,0.0,74.0,74.0,0,2,6,148,444
10.10.1.44,64.233.167.188,40368,5228,6,2024-03-19 12:35:02,18231859.0,115.78632765863317,0.548490419984051,0.3839432939888357,0.1645471259952153,7,3,500,1611,104.0,66.0,71.42857142857143,13.297230032251537,1132.0,66.0,537.0,443.93768331452407,1132,66,211.1,323.6771385192349,104766.89,140,60,0,1,2025762.111111111,15036889.0,354.0,4673008.760266427,18231859.0,15039036.0,354.0,3038643.1666666665,5488016.723991325,17717320.0,15046704.0,2670616.0,8858660.0,6188044.0,0,0,0,0,1,0,0,0,0,0,0,0.42857142857142855,211.1,269,265,15034742.0,2669252.0,8851997.0,6182745.0,15035525.0,36160.0,4435575.25,6172935.148670378,0.0,0.0,0.0,0.0,0.0,0.0,71.42857142857143,537.0,0,7,3,500,1611
10.10.1.53,172.217.170.196,58294,443,6,2024-03-19 12:35:02,16613636.0,127.72640498443567,1.2038303957062741,0.4815321582825096,0.7222982374237644,8,12,664,1458,130.0,66.0,83.0,18.841443681416774,284.0,60.0,121.5,93.92949483522202,284,60,106.1,76.10118264521256,5791.390000000002,160,240,0,2,874401.8947368421,6089445.0,749.0,1473178.5793658588,16581612.0,7530118.0,25589.0,2368801.714285714,2498378.091904867,16131396.0,8208411.0,749.0,1466490.5454545454,2298896.0229500425,0,0,0,0,1,0,0,0,0,0,0,1.5,106.1,65535,0,6067581.0,342145.0,1974388.4,2134492.585166283,3970479.0,25589.0,1237344.0,1268602.3593513453,0.0,0.0,0.0,0.0,0.0,0.0,83.0,121.5,0,8,12,664,1458
10.10.0.133,102.132.104.61,33154,443,6,2024-03-19 12:35:02,36123854.0,26.07695181139864,0.35987300801293237,0.1107301563116715,0.24914285170126088,4,9,276,666,74.0,54.0,69.0,8.660254037844387,74.0,74.0,74.0,0.0,74,54,72.46153846153847,5.32938710021193,28.402366863905325,80,180,0,0,3010321.1666666665,14219663.0,116.0,4990227.446863867,36123854.0,17514218.0,4919246.0,12041284.666666666,5272443.533474609,19138099.0,14219663.0,116.0,2392262.375,4534823.25864647,0,0,0,0,1,0,0,0,0,0,0,2.25,72.46153846153847,65535,65535,13690274.0,601160.0,5511082.333333333,5822217.092405856,14090217.0,488283.0,6150582.0,6328102.297594691,0.0,0.0,0.0,0.0,0.0,0.0,69.0,74.0,0,4,9,276,666
